dataset_name,data_mode,evaluation_protocol,embedding_backend,estimator,query_policy,split_id,user_id,q,n_train_users,n_words,n_observed_labels,n_eval_labels,normalized_uncertainty_reduction,queries_to_confidence_80,runtime_seconds,nll,brier,accuracy,balanced_accuracy,auroc,average_precision_known,average_precision_unknown,expected_calibration_error,mean_predictive_entropy,uncertain_fraction_0_4_0_6,confident_fraction_0_2_0_8
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user0,user0,50,16,31276,50,11947,0.0,,0.04086701000051107,0.5202726092667762,0.17172271013259888,0.7476353896375659,0.7704883585436124,0.8636894567009453,0.7414019924160902,0.9408670057003476,0.23626547467175252,0.5837079882621765,0.2994894115677576,0.21260567506486985
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user0,user0,100,16,31276,100,11897,0.11565297439649463,,0.08065489000000525,0.43406189172151854,0.1378040760755539,0.8136505001260822,0.8118378826790094,0.8941138109088378,0.8150831662948221,0.954248861168148,0.19593585214928394,0.5162004232406616,0.17718752626712617,0.38572749432630077
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user0,user0,200,16,31276,200,11797,0.09989895838811313,,0.12576995699964755,0.4176907996668276,0.13101495802402496,0.835297109434602,0.8310224442272618,0.9122064108989495,0.8439871424664015,0.9643572686128871,0.1990542467078829,0.5253961682319641,0.19140459438840382,0.3291514791896245
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user1,user1,50,16,31276,50,11947,0.0,,0.038634860999081866,0.4345089625613314,0.13524988293647766,0.8275717753410898,0.8268701898409441,0.9026067592460193,0.9047253324216038,0.8937256176517343,0.10116784114677796,0.5496310591697693,0.18171926006528835,0.30534862308529337
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user1,user1,100,16,31276,100,11897,0.10101304818995283,,0.0774232479998318,0.4050002029790243,0.12565374374389648,0.8355888039001429,0.8346601207148072,0.9059700795422153,0.9099230887145798,0.8932355784126724,0.06991498928926988,0.49411115050315857,0.14062368664369168,0.4477599394805413
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user1,user1,200,16,31276,200,11797,0.1673491280331069,,0.1183419139997568,0.3886005133028976,0.11934161931276321,0.8447910485716708,0.8439660303835406,0.9119733073114717,0.9097173447703705,0.9066180649019193,0.05697543109798166,0.4576507806777954,0.10790879037043316,0.528100364499449
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user10,user10,50,16,31276,50,11947,0.0,,0.039827325999794994,0.34316985872935235,0.09628941118717194,0.9087637063698,0.9120783342945025,0.9695533837281336,0.9738159388190738,0.9636982181753966,0.172963588640332,0.5219875574111938,0.13911442203063532,0.3985937892357914
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user10,user10,100,16,31276,100,11897,0.11218592342242042,,0.07958856999903219,0.2698396146522156,0.06912963837385178,0.9478860216861393,0.9482616607335161,0.9855297244865732,0.9877750999070574,0.9826687013062384,0.15447744389488194,0.46342790126800537,0.08842565352609902,0.5377826342775489
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user10,user10,200,16,31276,200,11797,0.24344818577178093,,0.12141342899849406,0.2131402867688246,0.051418960094451904,0.9589726201576672,0.9572634158072549,0.9919973465940058,0.9937199727391867,0.9896756988976146,0.1247990711509166,0.39491063356399536,0.06086293125370857,0.6659320166143935
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user11,user11,50,16,31276,50,11947,0.0,,0.039005085000098916,0.41376947199091774,0.12745019793510437,0.8356909684439608,0.833585180848136,0.9046277419094717,0.8730556281840103,0.9218099102879347,0.09268664666448785,0.5059182047843933,0.1212856784129907,0.4593621829748054
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user11,user11,100,16,31276,100,11897,0.06258492237007061,,0.08130060099938419,0.4114062403543028,0.1276463121175766,0.8342439270404304,0.832999003918353,0.90111271332405,0.8761873725597195,0.9145569878907028,0.09048138892471747,0.47425535321235657,0.1138942590569051,0.5106329326721022
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user11,user11,200,16,31276,200,11797,0.10944999463353652,,0.12209756399897742,0.39377764653678216,0.12020168453454971,0.8465711621598712,0.8459774283121322,0.9091437690356857,0.8788061991808187,0.924412222696528,0.08066641239025758,0.45054545998573303,0.08909044672374332,0.5676019326947529
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user12,user12,50,16,31276,50,11947,0.0,,0.0396670099999028,0.33027082816070474,0.09220091253519058,0.9065037247844647,0.893275996079615,0.9479394131059361,0.9464018219166088,0.9473019704839087,0.12951612101844878,0.4924162030220032,0.09709550514773584,0.49183895538628947
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user12,user12,100,16,31276,100,11897,0.11357234445170312,,0.08026384000004327,0.26269176157563706,0.06919707357883453,0.9362024039673867,0.9311538712681195,0.9778828396795752,0.9754127696261481,0.9811363009578986,0.1278561059568092,0.43649134039878845,0.07951584433050349,0.575691350760696
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user12,user12,200,16,31276,200,11797,0.13817660817396818,,0.11989142399943375,0.2533721672211378,0.06678511202335358,0.9421039247266254,0.9373659581837108,0.9809019848655252,0.9786119031555779,0.9843352517707986,0.13024537526074229,0.4243758022785187,0.08705603119437146,0.5812494702042892
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user13,user13,50,16,31276,50,11947,0.0,,0.039565020000736695,0.5346202131234533,0.17812693119049072,0.7300577550849585,0.7068911460793645,0.795508354479658,0.4794842452026876,0.9450382684156471,0.22437749841794055,0.5493710041046143,0.2539549677743366,0.31949443374905834
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user13,user13,100,16,31276,100,11897,0.102180111004592,,0.07867423700008658,0.49508289311082615,0.15690012276172638,0.7945700596789107,0.8027618029711605,0.8754926497983453,0.6116334199993957,0.9657965525094101,0.2242515523209285,0.4932362139225006,0.149029167016895,0.5031520551399512
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user13,user13,200,16,31276,200,11797,0.10409045715508311,,0.12210621800113586,0.45369277535049624,0.1433071494102478,0.8098669153174536,0.8147346002381839,0.8827512925985188,0.6389825782840738,0.9669489237549643,0.2015568494482233,0.4921867251396179,0.12384504535051284,0.4803763668729338
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user14,user14,50,16,31276,50,11947,0.0,,0.041042766000828124,0.5271298658020368,0.18168701231479645,0.6953210010881393,0.7882153872356812,0.9165567202267304,0.980393452424804,0.7877669768849529,0.28938168206453985,0.5035620927810669,0.14564325772160375,0.43826902151167657
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user14,user14,100,16,31276,100,11897,-0.07418413256048208,,0.08181406299991067,0.4960433781986742,0.16742351651191711,0.7270740522820879,0.8037463153415356,0.9372249642535063,0.982776587471851,0.8766596923413436,0.3044660256256063,0.5409184098243713,0.26023367235437506,0.3006640329494831
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user14,user14,200,16,31276,200,11797,-0.037204691555885926,,0.12357850599983067,0.4140924977894569,0.13065625727176666,0.8267356107484953,0.8726869906760887,0.964239266157317,0.9909243757766883,0.9154395867439495,0.2658306718560394,0.5222969651222229,0.2031024836822921,0.32652369246418583
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user15,user15,50,16,31276,50,11947,0.0,,0.03999305499928596,0.3218657362284815,0.08806894719600677,0.924081359337072,0.9028105824896082,0.9679047844497612,0.949804112853804,0.9804320904631192,0.16069906048780402,0.5057867169380188,0.12990708964593622,0.44915041432995734
responses_static,adaptive_policy_compare,within_user_completion,fasttext,response12_g12_tau1p6_c12p0_observed_ba_opt_shrunk,uncertainty,within_user_0_user15,user15,100,16,31276,100,11897,0.1670170014399531,,0.07946199099933438,0.2215744658162875,0.051525041460990906,0.9649491468437421,0.9568531006757008,0.9895769418804413,0.9843306613310293,0.9936918048680993,0.13976967985365807,0.42131173610687256,0.05421534840716147,0.6650416071278473
